image_id,latitude,longitude,captured_at,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
1702355477027329,39.0868,-84.3281125,1743607767000,0.5683131217956543,208720,222213,229725,315762
5531577406882063,39.110379722222,-84.362250555556,1655300276320,0.6525495648384094,196897,234771,216338,300457
4508917619153013,39.23553332,-84.60437349,1489081229172,0.5064998865127563,249347,293446,324220,356081
2907048426234800,39.04749,-84.526900277778,1587227571703,0.5605155229568481,217294,247540,233092,281895
9660898073964805,39.0955272,-84.4672661,1745327513333,0.5475457906723022,203023,251704,212720,289444
9626208097499580,39.0534292,-84.3691714,1743518039666,0.5676496624946594,211426,274462,223042,315210
5388081651262172,39.2271139,-84.58875996,1489079033474,0.5444590449333191,202704,264410,246651,341846
2109608129524937,39.0564625,-84.3413294,1743515726000,0.5571119785308838,213137,265987,223770,316745
3047559152143128,39.25027474512,-84.351819827212,1587568757500,0.5054848194122314,90500,262843,103500,324956
1595939697266669,39.071435,-84.306543,1491746581000,0.558498203754425,120278,276129,177876,374485
2073409333133223,39.0782836,-84.3147189,1743603480000,0.6278426647186279,220003,245874,245497,307909
4184880948466576,39.0852928,-84.4919011,1745335667000,0.5454418659210205,180858,239660,205905,292789
1481546412282056,39.054109444444,-84.367648333333,1655475961628,0.6350979804992676,212181,244177,239227,296170
1951693075027501,39.073860555556,-84.342663333333,1655321937675,0.6347120404243469,276853,265085,292517,313410
4052252925064021,39.0799408,-84.4085228,1743521398500,0.6354917287826538,187500,276904,197134,316348
2056814538135743,39.0709333,-84.4010417,1743520395000,0.5656003355979919,255334,274106,272810,305015
1601578880237511,39.086594444444,-84.359843888889,1655316054953,0.519087553024292,166770,239817,191318,296444
2907082763014415,39.0661925,-84.4826783,1745420525333,0.726518452167511,190515,230280,217259,316858
5427601573998044,39.110339722222,-84.379888055556,1655304863507,0.5462267994880676,231402,253781,271109,309261
3788950464561824,39.2160263,-84.58532987,1489079132132,0.500933051109314,214228,262964,300456,356150
2377526312622250,39.0489994,-84.3575761,1743517208000,0.6168763041496277,211670,246631,230214,312930
3727496060683418,39.237090089302,-84.34994239237,1588005317000,0.6875187158584595,105775,252835,135142,321914
1476596419985269,39.0876828,-84.4763267,1745329589000,0.538404107093811,133440,232668,195279,314655
1476596419985269,39.0876828,-84.4763267,1745329589000,0.5340636372566223,87914,242387,120726,288878
2352588278210741,39.072821,-84.35014,1491746902000,0.5220262408256531,-224,283539,121842,392241
2401344003598103,39.0711608,-84.3785922,1743529228666,0.6494982838630676,221140,273858,241514,314377
1953162565090224,39.0940906,-84.4958503,1745338211500,0.6912985444068909,203225,235624,235951,313516
2357397131228430,39.068683055556,-84.343232777778,1655403692962,0.505858838558197,285241,270210,311373,315214
2357397131228430,39.068683055556,-84.343232777778,1655403692962,0.5041497945785522,105448,235901,121216,276613
2357397131228430,39.068683055556,-84.343232777778,1655403692962,0.5024399757385254,140340,245821,163442,301764
2017770708715272,39.0881575,-84.3423597,1743622787000,0.6852871179580688,97389,273287,115196,318593
2017770708715272,39.0881575,-84.3423597,1743622787000,0.5144005417823792,188348,215025,206498,317781
1778372045676645,39.043104086032,-84.417004224478,1578839766190,0.5861742496490479,130536,196200,170866,283523
3061709227390414,39.068533416353,-84.298997803865,1511795812275,0.6811584830284119,107839,273475,147760,322322
3061709227390414,39.068533416353,-84.298997803865,1511795812275,0.513237714767456,198004,268937,216816,305912
1677298785949423,39.133594666667,-84.401751,1539650191665,0.542271077632904,136455,361549,159073,384372
4090345237710087,39.199211935928,-84.768312879042,1619881863552,0.6449664831161499,11172,313421,153044,409252
1823181301187212,39.209913,-84.483522166667,1539638298663,0.5578739643096924,72716,348131,176238,396757
5562590727117232,39.083230555556,-84.347605555556,1655321144908,0.5638097524642944,210518,237427,231434,299461
2966165910327103,39.055880555556,-84.543691666667,1443356629000,0.6383745670318604,194784,316738,212716,348187
2346234805750084,39.1176006,-84.3076717,1743683391000,0.5033101439476013,160881,262350,172257,310428
9654062724661847,39.0639606,-84.3848217,1743532922500,0.6089543104171753,161310,254841,177638,309281
1958539924299799,39.062778981023,-84.468033086311,1622561806698,0.7324892282485962,91217,360144,117678,401979
3779901925441914,39.035870277778,-84.512719166667,1587054362936,0.5087361931800842,205083,227167,220058,282372
2908549116070147,39.1534106,-84.4834156,1623490944000,0.6206849217414856,184382,268524,199975,324205
2901253286860526,39.1207386,-84.526629999972,1568553490500,0.5287659168243408,253512,268025,383797,398566
2907805156204339,39.197519833333,-84.458513833333,1539719482441,0.6116941571235657,43677,347925,99701,389547
4156687314386358,39.242936692189,-84.35577953846,1587741417000,0.5180912613868713,63634,249133,114033,313927
2257972314339825,39.060622201581,-84.529995308309,1491698701201,0.6190580129623413,23784,276448,96656,345190
1757469754435676,39.1133633,-84.5241876,1570896260000,0.6976059079170227,243714,265054,318060,333669
1734933166843095,39.066071111111,-84.352428333333,1655392412000,0.5404883027076721,181841,223779,192620,294867
